AppleiPhone 11 128G手机||https://product.suning.com/0000000000/11346320884.html|[('包装清单', '装有 iOS 的 iPhonex1、采用闪电接头的 EarPodsx1、闪电转 USB 连接线x1、USB 电源适配器x1、资料x1'), ('品牌', 'Apple'), ('型号', 'iPhone 11 128G'), ('上市年份', '2019年'), ('上市月份', '9月'), ('入网许可证号', '02-8573-192796'), ('整机质保年限', '1年'), ('系统', '系统'), ('手机操作系统', 'IOS'), ('系统版本', '以官网信息为准'), ('拍照', '拍照'), ('摄像头类型', '前单+后双'), ('前摄像头', '1200万像素'), ('后摄像头', '1200万像素'), ('拍照特点', '自动对焦'), ('前摄光圈大小', 'f/2.2光圈'), ('后摄光圈大小', 'f/2.4光圈'), ('闪光灯类型', '其他'), ('屏幕', '屏幕'), ('屏幕尺寸', '6.1英寸'), ('屏幕分辨率', '其他'), ('屏幕材质', 'LCD'), ('屏幕像素密度（ppi）', '326'), ('基本信息', '基本信息'), ('颜色', '白色'), ('机身长度', '150.9毫米'), ('机身宽度', '75.7毫米'), ('机身厚度', '8.3毫米'), ('重量', '194克'), ('CPU', 'CPU'), ('CPU品牌', '以官方信息为准'), ('CPU型号', 'A13仿生'), ('CPU频率', '以官网信息为准'), ('CPU核数', '以官网信息为准'), ('GPU', '以官网信息为准'), ('网络', '网络'), ('5G网络制式', '不支持'), ('双卡机类型', '双卡双待'), ('最大支持SIM卡数量', '2个'), ('SIM卡尺寸', 'Nano SIM卡'), ('4G网络制式', '电信4G,联通4G,移动4G,全网通'), ('3G网络制式', '联通3G,电信3G,移动3G'), ('2G网络制式', '联通2G,移动2G,电信2G'), ('待机模式', '双卡双待'), ('副SIM卡尺寸', 'Nano SIM卡'), ('副SIM卡4G网络制式', '电信4G,联通4G,移动4G'), ('副SIM卡3G网络制式', '联通3G,电信3G,移动3G'), ('副SIM卡2G网络制式', '电信2G,移动2G,联通2G'), ('存储', '存储'), ('机身内存', '128GB'), ('存储卡类型', '不支持'), ('最大存储扩展', '不支持'), ('电池', '电池'), ('无线充电', '支持'), ('快充功能', '支持'), ('电池更换', '不支持'), ('电池类型', '锂电池'), ('接口', '接口'), ('数据传输接口', '蓝牙,WIFI'), ('耳机接口', '以官网信息为准'), ('充电接口类型', 'Lightning（iPhone）'), ('手机特性', '手机特性'), ('指纹识别', '不支持'), ('GPS', '支持'), ('其他', '其他'), ('选购热点', '面部识别'), ('CCC认证', 'CCC认证'), ('CCC认证编号', '2019011606222162'), ('生产者（制造商）名称', '美国苹果公司')]
AppleiPhone SE手机|¥3799.00|https://product.suning.com/0000000000/11346660623.html|[('包装清单', '装有 iOS 13 的 iPhonex1、采用闪电接头的EarPodsx1、闪电转USB连接线x1、USB电源适配器x1、资料x1'), ('品牌', 'Apple'), ('型号', 'iPhone SE'), ('上市年份', '2020年'), ('上市月份', '4月'), ('入网许可证号', '02-8573-200697'), ('整机质保年限', '1年'), ('系统', '系统'), ('手机操作系统', 'IOS'), ('系统版本', '13'), ('拍照', '拍照'), ('拍照特点', 'HDR,场景模式,全景,连拍,防抖,自动对焦'), ('屏幕', '屏幕'), ('屏幕尺寸', '4.7英寸'), ('屏幕分辨率', '其他'), ('屏幕材质', 'LCD'), ('基本信息', '基本信息'), ('机身长度', '138.4毫米'), ('机身宽度', '67.3毫米'), ('机身厚度', '7.3毫米'), ('重量', '148克'), ('CPU', 'CPU'), ('CPU品牌', '以官方信息为准'), ('CPU型号', '以官方信息为准'), ('网络', '网络'), ('5G网络制式', '不支持'), ('SIM卡尺寸', 'Nano SIM卡'), ('4G网络制式', '电信4G,联通4G,移动4G'), ('3G网络制式', '电信3G,移动3G,联通3G'), ('2G网络制式', '联通2G,移动2G,电信2G'), ('存储', '存储'), ('机身内存', '128GB'), ('电池', '电池'), ('无线充电', '支持'), ('接口', '接口'), ('耳机接口', '以官网信息为准'), ('充电接口类型', 'Lightning（iPhone）'), ('其他', '其他'), ('选购热点', '拍照手机,指纹识别,超薄机身'), ('CCC认证', 'CCC认证'), ('CCC认证编号', '2020011606285443'), ('生产者（制造商）名称', '美国苹果公司')]
AppleiPhone 11 Pro Max 256G手机|¥8899.00限时价|https://product.suning.com/0000000000/11346304392.html|[('包装清单', '装有 iOS 的 iPhonex1、采用闪电接头的 EarPodsx1、USB-C 转闪电连接线x1、18W USB-C 电源适配器x1、资料x1'), ('品牌', 'Apple'), ('型号', 'iPhone 11 Pro Max 256G'), ('上市时间', '2019年9月'), ('上市年份', '2019年'), ('上市月份', '9月'), ('入网许可证号', '02-8573-192798'), ('整机质保年限', '1年'), ('系统', '系统'), ('手机操作系统', 'IOS'), ('系统版本', '以官网信息为准'), ('拍照', '拍照'), ('摄像头类型', '其他'), ('前摄像头', '1200万像素'), ('后摄像头', '1200万像素'), ('拍照特点', '自动对焦'), ('前摄光圈大小', 'f/2.2光圈'), ('后摄光圈大小', 'f/2.4光圈'), ('闪光灯类型', '其他'), ('屏幕', '屏幕'), ('屏幕尺寸', '6.5英寸'), ('屏幕分辨率', '其他'), ('屏幕材质', 'OLED'), ('屏幕像素密度（ppi）', '458'), ('基本信息', '基本信息'), ('颜色', '绿色系'), ('机身长度', '158.0毫米'), ('机身宽度', '77.8毫米'), ('机身厚度', '8.1毫米'), ('重量', '226克'), ('CPU', 'CPU'), ('CPU品牌', '以官方信息为准'), ('CPU型号', 'A13仿生'), ('CPU频率', '以官网信息为准'), ('CPU核数', '以官网信息为准'), ('GPU', '以官网信息为准'), ('网络', '网络'), ('5G网络制式', '不支持'), ('双卡机类型', '双卡双待'), ('最大支持SIM卡数量', '2个'), ('SIM卡尺寸', 'Nano SIM卡'), ('4G网络制式', '移动4G,全网通,联通4G,电信4G'), ('3G网络制式', '联通3G,电信3G,移动3G'), ('2G网络制式', '电信2G,移动2G,联通2G'), ('网络频率', '以官网信息为准'), ('待机模式', '双卡双待'), ('副SIM卡尺寸', 'Nano SIM卡'), ('副SIM卡4G网络制式', '联通4G,电信4G,移动4G'), ('副SIM卡3G网络制式', '联通3G,电信3G,移动3G'), ('副SIM卡2G网络制式', '电信2G,移动2G,联通2G'), ('是否支持同时使用联通卡', '以官网信息为准'), ('存储', '存储'), ('机身内存', '256GB'), ('存储卡类型', '不支持'), ('最大存储扩展', '不支持'), ('电池', '电池'), ('无线充电', '支持'), ('快充功能', '支持'), ('电池更换', '不支持'), ('电池类型', '锂电池'), ('接口', '接口'), ('数据传输接口', 'WIFI,蓝牙'), ('NFC（近场通讯）', '支持'), ('耳机接口', '以官网信息为准'), ('充电接口类型', 'Lightning（iPhone）'), ('手机特性', '手机特性'), ('指纹识别', '不支持'), ('GPS', '支持'), ('其他', '其他'), ('运营商标识', '无'), ('选购热点', '面部识别,双卡双待'), ('开票单位', '台'), ('CCC认证', 'CCC认证'), ('CCC认证编号', '2019011606222144'), ('生产者（制造商）名称', '美国苹果公司')]
AppleiPhone 11 128G手机|¥4999.00|https://product.suning.com/0071109789/11346320884.html|[('包装清单', '装有 iOS 的 iPhonex1、采用闪电接头的 EarPodsx1、闪电转 USB 连接线x1、USB 电源适配器x1、资料x1'), ('品牌', 'Apple'), ('型号', 'iPhone 11 128G'), ('上市年份', '2019年'), ('上市月份', '9月'), ('入网许可证号', '02-8573-192796'), ('整机质保年限', '1年'), ('系统', '系统'), ('手机操作系统', 'IOS'), ('系统版本', '以官网信息为准'), ('拍照', '拍照'), ('摄像头类型', '前单+后双'), ('前摄像头', '1200万像素'), ('后摄像头', '1200万像素'), ('拍照特点', '自动对焦'), ('前摄光圈大小', 'f/2.2光圈'), ('后摄光圈大小', 'f/2.4光圈'), ('闪光灯类型', '其他'), ('屏幕', '屏幕'), ('屏幕尺寸', '6.1英寸'), ('屏幕分辨率', '其他'), ('屏幕材质', 'LCD'), ('屏幕像素密度（ppi）', '326'), ('基本信息', '基本信息'), ('颜色', '白色'), ('机身长度', '150.9毫米'), ('机身宽度', '75.7毫米'), ('机身厚度', '8.3毫米'), ('重量', '194克'), ('CPU', 'CPU'), ('CPU品牌', '以官方信息为准'), ('CPU型号', 'A13仿生'), ('CPU频率', '以官网信息为准'), ('CPU核数', '以官网信息为准'), ('GPU', '以官网信息为准'), ('网络', '网络'), ('5G网络制式', '不支持'), ('双卡机类型', '双卡双待'), ('最大支持SIM卡数量', '2个'), ('SIM卡尺寸', 'Nano SIM卡'), ('4G网络制式', '电信4G,联通4G,移动4G,全网通'), ('3G网络制式', '联通3G,电信3G,移动3G'), ('2G网络制式', '联通2G,移动2G,电信2G'), ('待机模式', '双卡双待'), ('副SIM卡尺寸', 'Nano SIM卡'), ('副SIM卡4G网络制式', '电信4G,联通4G,移动4G'), ('副SIM卡3G网络制式', '联通3G,电信3G,移动3G'), ('副SIM卡2G网络制式', '电信2G,移动2G,联通2G'), ('存储', '存储'), ('机身内存', '128GB'), ('存储卡类型', '不支持'), ('最大存储扩展', '不支持'), ('电池', '电池'), ('无线充电', '支持'), ('快充功能', '支持'), ('电池更换', '不支持'), ('电池类型', '锂电池'), ('接口', '接口'), ('数据传输接口', '蓝牙,WIFI'), ('耳机接口', '以官网信息为准'), ('充电接口类型', 'Lightning（iPhone）'), ('手机特性', '手机特性'), ('指纹识别', '不支持'), ('GPS', '支持'), ('其他', '其他'), ('选购热点', '面部识别'), ('CCC认证', 'CCC认证'), ('CCC认证编号', '2019011606222162'), ('生产者（制造商）名称', '美国苹果公司')]
AppleiPhone SE手机|¥3799.00|https://product.suning.com/0000000000/11346660619.html|[('包装清单', '装有 iOS 13 的 iPhonex1、采用闪电接头的EarPodsx1、闪电转USB连接线x1、USB电源适配器x1、资料x1'), ('品牌', 'Apple'), ('型号', 'iPhone SE'), ('上市年份', '2020年'), ('上市月份', '4月'), ('入网许可证号', '02-8573-200697'), ('整机质保年限', '1年'), ('系统', '系统'), ('手机操作系统', 'IOS'), ('系统版本', '13'), ('拍照', '拍照'), ('拍照特点', 'HDR,场景模式,全景,连拍,防抖,自动对焦'), ('屏幕', '屏幕'), ('屏幕尺寸', '4.7英寸'), ('屏幕分辨率', '其他'), ('基本信息', '基本信息'), ('机身长度', '138.4毫米'), ('机身宽度', '67.3毫米'), ('机身厚度', '7.3毫米'), ('重量', '148克'), ('机身材质', '金属+玻璃'), ('CPU', 'CPU'), ('CPU品牌', '以官方信息为准'), ('CPU型号', '以官方信息为准'), ('网络', '网络'), ('5G网络制式', '不支持'), ('SIM卡尺寸', 'Nano SIM卡'), ('4G网络制式', '电信4G,联通4G,移动4G'), ('3G网络制式', '移动3G,电信3G,联通3G'), ('2G网络制式', '电信2G,移动2G,联通2G'), ('存储', '存储'), ('机身内存', '128GB'), ('电池', '电池'), ('无线充电', '支持'), ('接口', '接口'), ('耳机接口', '以官网信息为准'), ('充电接口类型', 'Lightning（iPhone）'), ('其他', '其他'), ('选购热点', '拍照手机,指纹识别,超薄机身'), ('CCC认证', 'CCC认证'), ('CCC认证编号', '2020011606285443'), ('生产者（制造商）名称', '美国苹果公司')]
AppleiPhone SE手机|¥3299.00限时价|https://product.suning.com/0000000000/11346660592.html|[('包装清单', '装有 iOS 13 的 iPhonex1、采用闪电接头的EarPodsx1、闪电转USB连接线x1、USB电源适配器x1、资料x1'), ('品牌', 'Apple'), ('型号', 'iPhone SE'), ('上市年份', '2020年'), ('上市月份', '4月'), ('入网许可证号', '02-8573-200697'), ('整机质保年限', '1年'), ('系统', '系统'), ('手机操作系统', 'IOS'), ('系统版本', '13'), ('拍照', '拍照'), ('拍照特点', '自动对焦,防抖,连拍,全景,场景模式,HDR'), ('屏幕', '屏幕'), ('屏幕尺寸', '4.7英寸'), ('屏幕分辨率', '其他'), ('屏幕材质', 'LCD'), ('基本信息', '基本信息'), ('机身长度', '138.4毫米'), ('机身宽度', '67.3毫米'), ('机身厚度', '7.3毫米'), ('重量', '148克'), ('CPU', 'CPU'), ('CPU品牌', '以官方信息为准'), ('CPU型号', '以官方信息为准'), ('网络', '网络'), ('5G网络制式', '不支持'), ('SIM卡尺寸', 'Nano SIM卡'), ('4G网络制式', '移动4G,联通4G,电信4G'), ('3G网络制式', '电信3G,联通3G,移动3G'), ('2G网络制式', '电信2G,移动2G,联通2G'), ('存储', '存储'), ('机身内存', '64GB'), ('电池', '电池'), ('无线充电', '支持'), ('接口', '接口'), ('耳机接口', '以官网信息为准'), ('充电接口类型', 'Lightning（iPhone）'), ('其他', '其他'), ('选购热点', '超薄机身,指纹识别,拍照手机'), ('CCC认证', 'CCC认证'), ('CCC认证编号', '2020011606285443'), ('生产者（制造商）名称', '美国苹果公司')]
AppleiPhone 11 Pro 256G手机|¥8199.00限时价|https://product.suning.com/0000000000/11346304317.html|[('包装清单', '装有 iOS 的 iPhonex1、采用闪电接头的 EarPodsx1、USB-C 转闪电连接线x1、18W USB-C 电源适配器x1、资料x1'), ('品牌', 'Apple'), ('型号', 'iPhone 11 Pro 256G'), ('上市年份', '2019年'), ('上市月份', '9月'), ('入网许可证号', '02-8573-192797'), ('整机质保年限', '1年'), ('系统', '系统'), ('手机操作系统', 'IOS'), ('系统版本', '以官网信息为准'), ('拍照', '拍照'), ('摄像头类型', '其他'), ('前摄像头', '1200万像素'), ('后摄像头', '1200万像素'), ('拍照特点', '自动对焦'), ('前摄光圈大小', 'f/2.2光圈'), ('后摄光圈大小', 'f/2.4光圈'), ('闪光灯类型', '其他'), ('屏幕', '屏幕'), ('屏幕尺寸', '5.8英寸'), ('屏幕分辨率', '2436X1125'), ('屏幕材质', 'OLED'), ('屏幕像素密度（ppi）', '458'), ('基本信息', '基本信息'), ('颜色', '绿色系'), ('机身长度', '144.0毫米'), ('机身宽度', '71.4毫米'), ('机身厚度', '8.1毫米'), ('重量', '188克'), ('CPU', 'CPU'), ('CPU品牌', '以官方信息为准'), ('CPU型号', 'A13仿生'), ('CPU频率', '以官网信息为准'), ('CPU核数', '以官网信息为准'), ('GPU', '以官网信息为准'), ('网络', '网络'), ('5G网络制式', '不支持'), ('双卡机类型', '双卡双待'), ('最大支持SIM卡数量', '2个'), ('SIM卡尺寸', 'Nano SIM卡'), ('4G网络制式', '移动4G,联通4G,电信4G,全网通'), ('3G网络制式', '联通3G,电信3G,移动3G'), ('2G网络制式', '电信2G,移动2G,联通2G'), ('待机模式', '双卡双待'), ('副SIM卡尺寸', 'Nano SIM卡'), ('副SIM卡4G网络制式', '电信4G,联通4G,移动4G'), ('副SIM卡3G网络制式', '联通3G,电信3G,移动3G'), ('副SIM卡2G网络制式', '电信2G,移动2G,联通2G'), ('存储', '存储'), ('机身内存', '256GB'), ('存储卡类型', '不支持'), ('最大存储扩展', '不支持'), ('电池', '电池'), ('无线充电', '支持'), ('快充功能', '支持'), ('电池更换', '不支持'), ('电池类型', '锂电池'), ('接口', '接口'), ('数据传输接口', '蓝牙,WIFI'), ('NFC（近场通讯）', '支持'), ('耳机接口', '以官网信息为准'), ('充电接口类型', 'Lightning（iPhone）'), ('手机特性', '手机特性'), ('指纹识别', '不支持'), ('GPS', '支持'), ('其他', '其他'), ('选购热点', '面部识别,双卡双待'), ('CCC认证', 'CCC认证'), ('CCC认证编号', '2019011606222155'), ('生产者（制造商）名称', '美国苹果公司')]
AppleiPhone XR手机|¥4199.00限时价|https://product.suning.com/0000000000/10597918588.html|[('包装清单', '装有 iOS 的 iPhonex1、采用闪电接头的 EarPodsx1、闪电转 USB 连接线x1、USB 电源适配器x1、 资料x1'), ('品牌', 'Apple'), ('型号', 'iPhone XR'), ('上市时间', '2018.9'), ('系统', '系统'), ('手机操作系统', 'IOS'), ('拍照', '拍照'), ('后摄像头', '1200万像素'), ('拍照特点', '全景,自动对焦,防抖,连拍,HDR'), ('闪光灯类型', '支持'), ('变焦模式', '数码变焦'), ('屏幕', '屏幕'), ('屏幕尺寸', '6.1英寸'), ('基本信息', '基本信息'), ('颜色', '黑色'), ('机身长度', '150.9毫米'), ('机身宽度', '75.7毫米'), ('机身厚度', '8.3毫米'), ('重量', '194克'), ('CPU', 'CPU'), ('CPU品牌', '以官方信息为准'), ('CPU型号', 'A12仿生处理器'), ('CPU核数', '以官网信息为准'), ('网络', '网络'), ('双卡机类型', '双卡双待'), ('最大支持SIM卡数量', '2个'), ('SIM卡尺寸', 'Nano SIM卡'), ('4G网络制式', '移动4G,电信4G,联通4G,全网通'), ('3G网络制式', '移动3G,电信3G,联通3G'), ('2G网络制式', '电信2G,移动2G/联通2G'), ('存储', '存储'), ('机身内存', '128GB'), ('运行内存', '以官网信息为准'), ('存储卡类型', '不支持'), ('最大存储扩展', '不支持'), ('电池', '电池'), ('无线充电', '支持'), ('快充功能', '支持'), ('电池更换', '不支持'), ('电池类型', '锂电池'), ('接口', '接口'), ('耳机接口', '以官网信息为准'), ('手机特性', '手机特性'), ('指纹识别', '不支持'), ('GPS', '支持'), ('光线传感器', '支持'), ('距离传感器', '支持'), ('陀螺仪', '支持'), ('其他', '其他'), ('选购热点', '游戏手机,拍照手机,面部识别,全面屏手机')]
AppleiPhone SE（A2298）手机|¥3299.00限时价|https://product.suning.com/0000000000/11346660596.html|[('包装清单', '装有 iOS 13 的 iPhonex1、采用闪电接头的EarPodsx1、闪电转USB连接线x1、USB电源适配器x1、资料x1'), ('品牌', 'Apple'), ('型号', 'iPhone SE（A2298）'), ('上市年份', '2020年'), ('上市月份', '4月'), ('入网许可证号', '02-8573-200697'), ('整机质保年限', '1年'), ('系统', '系统'), ('手机操作系统', 'IOS'), ('系统版本', '13'), ('拍照', '拍照'), ('摄像头类型', '前单+后单'), ('前摄像头', '700万像素'), ('后摄像头', '1200万像素'), ('拍照特点', '自动对焦,防抖,连拍,全景,场景模式,HDR'), ('前摄光圈大小', 'f/2.2光圈'), ('后摄光圈大小', 'f/1.8光圈'), ('闪光灯类型', 'LED'), ('变焦模式', '数码变焦'), ('屏幕', '屏幕'), ('屏幕尺寸', '4.7英寸'), ('屏幕分辨率', '1334x750'), ('屏幕材质', 'LCD'), ('屏幕像素密度（ppi）', '326'), ('基本信息', '基本信息'), ('颜色', '黑色'), ('机身长度', '138.4毫米'), ('机身宽度', '67.3毫米'), ('机身厚度', '7.3毫米'), ('重量', '148克'), ('机身材质', '金属+玻璃'), ('CPU', 'CPU'), ('CPU品牌', '以官方信息为准'), ('CPU型号', 'A13 仿生'), ('网络', '网络'), ('5G网络制式', '不支持'), ('SIM卡尺寸', 'Nano SIM卡'), ('4G网络制式', '移动4G,联通4G,电信4G'), ('3G网络制式', '移动3G,电信3G,联通3G'), ('2G网络制式', '电信2G,移动2G,联通2G'), ('存储', '存储'), ('机身内存', '64GB'), ('电池', '电池'), ('无线充电', '支持'), ('电池类型', '锂电池'), ('接口', '接口'), ('耳机接口', '以官网信息为准'), ('充电接口类型', 'Lightning（iPhone）'), ('蓝牙版本', '蓝牙5.0'), ('手机特性', '手机特性'), ('指纹识别', '支持'), ('GPS', '支持'), ('光线传感器', '支持'), ('距离传感器', '支持'), ('陀螺仪', '支持'), ('其他', '其他'), ('选购热点', '指纹识别,拍照手机,玻璃机身,超薄机身'), ('CCC认证', 'CCC认证'), ('CCC认证编号', '2020011606285443'), ('生产者（制造商）名称', '美国苹果公司')]
AppleiPhone 11 64G手机|¥4599.00|https://product.suning.com/0000000000/11346312294.html|[('包装清单', '装有 iOS 的 iPhonex1、采用闪电接头的 EarPodsx1、闪电转 USB 连接线x1、USB 电源适配器x1、资料x1'), ('品牌', 'Apple'), ('型号', 'iPhone 11 64G'), ('上市年份', '2019年'), ('上市月份', '9月'), ('入网许可证号', '02-8573-192796'), ('整机质保年限', '1年'), ('系统', '系统'), ('手机操作系统', 'IOS'), ('系统版本', '以官网信息为准'), ('拍照', '拍照'), ('摄像头类型', '前单+后双'), ('前摄像头', '1200万像素'), ('后摄像头', '1200万像素'), ('拍照特点', '自动对焦'), ('前摄光圈大小', 'f/2.2光圈'), ('后摄光圈大小', 'f/2.4光圈'), ('闪光灯类型', '其他'), ('屏幕', '屏幕'), ('屏幕尺寸', '6.1英寸'), ('屏幕分辨率', '其他'), ('屏幕像素密度（ppi）', '326'), ('基本信息', '基本信息'), ('颜色', '白色'), ('机身长度', '150.9毫米'), ('机身宽度', '75.7毫米'), ('机身厚度', '8.3毫米'), ('重量', '194克'), ('CPU', 'CPU'), ('CPU品牌', '以官方信息为准'), ('CPU型号', 'A13仿生'), ('CPU频率', '以官网信息为准'), ('CPU核数', '以官网信息为准'), ('GPU', '以官网信息为准'), ('网络', '网络'), ('5G网络制式', '不支持'), ('双卡机类型', '双卡双待'), ('最大支持SIM卡数量', '2个'), ('SIM卡尺寸', 'Nano SIM卡'), ('4G网络制式', '移动4G,全网通,联通4G,电信4G'), ('3G网络制式', '电信3G,移动3G,联通3G'), ('2G网络制式', '联通2G,移动2G,电信2G'), ('待机模式', '双卡双待'), ('副SIM卡尺寸', 'Nano SIM卡'), ('副SIM卡4G网络制式', '联通4G,移动4G,电信4G'), ('副SIM卡3G网络制式', '移动3G,电信3G,联通3G'), ('副SIM卡2G网络制式', '移动2G,联通2G,电信2G'), ('存储', '存储'), ('机身内存', '64GB'), ('存储卡类型', '不支持'), ('最大存储扩展', '不支持'), ('电池', '电池'), ('无线充电', '支持'), ('快充功能', '支持'), ('电池更换', '不支持'), ('电池类型', '锂电池'), ('接口', '接口'), ('数据传输接口', 'WIFI,蓝牙'), ('NFC（近场通讯）', '支持'), ('耳机接口', '以官网信息为准'), ('充电接口类型', 'Lightning（iPhone）'), ('手机特性', '手机特性'), ('指纹识别', '不支持'), ('GPS', '支持'), ('其他', '其他'), ('选购热点', '双卡双待'), ('CCC认证', 'CCC认证'), ('CCC认证编号', '2019011606222162'), ('生产者（制造商）名称', '美国苹果公司')]
